name,hq,data_filings,median_wage,naics,relevant_title,other_titles,score
Swingtech Consulting Inc,"Greenbelt, MD",2,90012,54151,Data Analyst,Jr. Data Scientist,25.0
Symbiance Inc.,"Princeton, NJ",2,74580,5619,Associate Clinical Data Manager,Business Analyst,25.0
Syndicate-Services LLC,"Sellersville, PA",2,74922,51919,Data Analyst,Data Engineer,25.0
T.E. LLC,"Fairfax, VA",2,,561510,Operation Research Analyst,Market Research Analyst,25.0
TA Dispatch,"Mansfield, TX",2,65000,488510,Truckload Pricing Analyst,Ltl Pricing Analyst,25.0
TAMA Corp.,"Miami, FL",2,,445291,Supply Chain Operations & Process Automation Analyst,Business Intelligence And Purchasing Analyst,25.0
"TEACHERS COLLEGE, COLUMBIA UNIVERSITY","New York, NY",2,79865,611310,Enrollment Analyst,Institutional Data Analyst,25.0
TECHARM IT SERVICES INC,"Orlando, FL",2,,541511,Business Intelligence Analy/Report Devlpr Iii (Power Bi Devl,Business Intelligence Analyst,25.0
TECHNAMO LLC,"Springfield, VA",2,84000,5416,Data Analyst/Engineer,Software (Bi/Data) Engineer,25.0
TECHNOSPHERE,"East Rutherford, NJ",2,82763,541511,Data Scientist,Product Operations Analyst,25.0
"TECHTRIAD TEAM, INC.","White Plains, NY",2,85467,541511,Data Engineer,Etl Developer,25.0
"TEK ARTISANS, LLC.","Jacksonville, FL",2,85500,541511,Business System Analyst,It Systems Analyst,25.0
TEKHAWKS LLC,"Dallas, TX",2,,561320,Program Management Analyst,Validation / Quality Assurance Analyst,25.0
TEKNAUX LLC,"Alpharetta, GA",2,80531,541511,Database Developer,Senior Workday Consultant,25.0
TEQBOT LLC,"Dallas, TX",2,,541511,Sr. Business Analyst,Sr. Business Analyst (Peoplesoft),25.0
"TESSELLATI, LLC","Salem, MA",2,67683,541613,Digital Marketing Campaign Analyst,Business Analyst,25.0
TGS Technology LLC,"Waxhav, NC",2,71500,541511,Machine Learning Engineer,User Experience Researcher,25.0
THE FIDELIS GROUP,"Little Ferry, NJ",2,66750,54151,Data Analyst,Business Systems Analyst,25.0
"THE MARTIN-BROWER COMPANY, L.L.C.","Rosemont, IL",2,71947,722310,Business Intelligence Analyst,"Data Analyst, Us Business Insights",25.0
THE OPTIONS GROUP INC,"New York, NY",2,,561311,Technology Solutions Analyst,Business Analyst,25.0
THE UNIVERSITY OF TULSA,"Tulsa, OK",2,77500,611310,Business Intelligence Analyst,Slate Crm & Data Integration Specialist,25.0
TRANSPARENT MEDIA PARTNERS LLC,"Chicago, IL",2,70000,541810,"Senior Analyst, Data And Analytics","Analyst, Data And Analytics",25.0
"TRC Engineers, Inc. (CA)","Windsor, CT",2,88628,541330,Geographic Information Systems (Gis) Analyst,Senior Business Analyst Ii,25.0
TRISOFT IT SOLUTIONS LLC,"Katy, TX",2,84962,5416,Business Analyst,Data Scientist,25.0
TROVETECHS INC,"Hillsborough, NJ",2,78372,541511,Disaster Recovery Data Analyst,It Resiliency Governance Analyst,25.0
"TVR CONSULTING SERVICES, LLC","Roswell, GA",2,76367,541511,Software Quality Assurance Analyst,Data Engineer,25.0
TWP PARTNERS LLC,"New York, NY",2,61337,541490,Market Research Analyst,Fashion Marketing Analyst,25.0
Taciti Consulting LLC,"Plano, TX",2,65915,541511,Database Administrator,Business Intelligence Analyst,25.0
Taghleef Industries Inc.,"Newark, DE",2,67725,326112,Business Analyst,Sales Analyst,25.0
Tampa Bay Rays Baseball Ltd.,"St. Petersburg, FL",2,45594,711211,"Sr. Statistical Analyst, Sports","Jr. Statistical Analyst, Sports",25.0
"Taurus Engineering, Inc.","Port Lavaca, TX",2,,541330,Instrument Engineer - Ai,Ai Engineer,25.0
"Taz Trucking, Inc.","Bowling Green, KY",2,50000,484121,Operations Research Analyst,Management Analyst,25.0
Tech Info Services Inc,"Irving, TX",2,,541512,Data Analyst,Data Engineer,25.0
"Technip Energies USA, Inc.","Houston, TX",2,75000,54133,Market Analyst,Risk Management Specialist,25.0
Techno Talent Inc,"Chantilly, VA",2,73470,541511,Data Analyst,Database Administrator,25.0
"Technology Talent Network, LLC","Sterling, VA",2,,5416,Business Analyst,Software Quality Analyst,25.0
Techstand LLC,"King Of Prussia, PA",2,73154,541511,Security Analyst,Programmer Analyst 6,25.0
Tejetus Corporation,"Austin, TX",2,,54133,Operations Research Analyst,Software Quality Assurance Analyst And Tester,25.0
"TekSyntax, Inc.","Reston, VA",2,,541512,Software Analyst,Delivery Manager,25.0
Tektycoon LLC,"Glen Allen, VA",2,84593,541519,Sap Bi Developer,Operations Research & Data Analyst,25.0
"Teledyne LeCroy, Inc.","Chestnut Ridge, NY",2,78937,334210,Operations Analyst,Computational Software Engineer,25.0
Teleflex LLC,"Morrisville, NC",2,69302,3391,Jr. Salesforce.Com Administrator Analyst,Salesforce.Com Associate,25.0
"Tenaris Bay City, Inc.","Houston, TX",2,86939,33121,Process Technology Analyst,Prod.Plan. & Sched. Analyst,25.0
Texas Department of State Health Services,"Austin, TX",2,66343,923120,Research Specialist Iv,Data Analyst Iii,25.0
The Country Club of Darien,"Darien, CT",2,86965,713940,Racquet Sports Business Management Analyst,Racquet Sports (Programs And Coaching) Management Analyst,25.0
"The Electronic Express, Inc.","Nashville, TN",2,63490,443142,Inventory Forecasting Analyst,Data Analyst,25.0
The IT Mates Inc,"Sugar Land, TX",2,80725,541511,Database Administrator,Business Analyst,25.0
The Johns Hopkins Hospital,"Baltimore, MD",2,84645,622110,Business Analytics & Clinical Data Program Manager,"Project Administrator, Ambulatory Services",25.0
The New York and Presbyterian Hospital,"New York, NY",2,83501,622110,Senior Analytics Analyst,Senior Statistical Data Analyst,25.0
"The Redeemed Christian Church of God, North America","Greenville, TX",2,88753,813110,Credit/Data Analyst,Church Financial Database Performance Analyst,25.0
The Research Foundation for SUNY Upstate Medical University,"Syracuse, NY",2,61911,5417,Research Scientist,Data Manager/Statistician,25.0
The Research Institute at Nationwide Children's Hospital,"Columbus, OH",2,85000,541715,Biostatistician,Data Scientist Ii,25.0
The University of Texas El Paso,"El Paso, TX",2,65176,611310,Research Statistician,Research Associate,25.0
The University of Texas at Tyler,"Tyler, TX",2,49176,611310,College Assessment Coordinator And Analyst,Access Control Analyst,25.0
The University of Vermont,"Burlington, VT",2,62000,611310,Research Analyst,Reporting & Operations Specialist,25.0
ThinkNext Software Solutions LLC,"Rolling Meadows, IL",2,83449,541511,Business Systems Analyst,Pl Sql Database Engineer,25.0
Todo International Inc,"Hicksville, NY",2,,541613,Business Analyst,Management Analyst,25.0
"TopAlliance  Biosciences, Inc.","Rockville, MD",2,65999,541715,Database Administrator,Database Administrator And Information Technology Specialist,25.0
"Trans-Solutions, Inc.","Waltham, MA",2,59000,541614,Operations Research Consultant,Operations Research Engineer,25.0
"Travers Tool Co., Inc.","Flushing, NY",2,77381,423830,Business And Marketing Analyst,It Business Analyst/Data Integration Specialist,25.0
Trina Solar U.S. Manufacturing Module 1 LLC,"Wilmer, TX",2,69910,3344,Employee Operations Analyst,Warehouse Supervisor,25.0
"Trinite Consulting Group, LLC","Schaumburg, IL",2,71797,54151,Strategic Business And Technology Intelligence Analyst,Management Analyst,25.0
Triosoft LLc,"Alpharetta, GA",2,67943,541511,System Analyst,Business Analyst,25.0
"Triple Lift, Inc.","New York, NY",2,89481,541810,Marketplace Quality Analyst,Senior Marketing Operations Analyst,25.0
UNIKPROS INC,"Maryland Heights, MO",2,85717,541511,Senior Programmer Analyst,Sr. Database Administrator,25.0
UNO Recruit LLC,"Arlington Heights, IL",2,,541511,Business System Analyst,Project Manager,25.0
UR TECHNOLOGIES INC,"Woodbury, MN",2,96802,541511,Data Engineer,,25.0
US Pisen Technology Ltd.,"New York, NY",2,60174,423690,Data Analyst,Marketing Analyst,25.0
USTOSHOP.COM INC,"Irving, TX",2,,493110,Business Intelligence Analyst,Database Administrator,25.0
Unified Disposal Partners Holdings LLC,"Roseland, NJ",2,80000,5622,Data Scientist,Business Analyst,25.0
Unified School District No 259 Sedgwick County KS,"Wichita, KS",2,74659,611110,Data Analyst,"Data Analyst “ Power Bi, Assessments, And Research",25.0
Unifirst Corporation,"Wilmington, MA",2,78477,81233,Marketing Analyst,Uniclean Quality Control & Systems Manager,25.0
Uniquetex LLC,"Grover, NC",2,48370,3261,Business Intelligence Analyst,Computer Systems Analysts,25.0
United Gaming L.L.C.,"Atlanta, GA",2,72101,713990,Data Analyst,Coam Data Analyst,25.0
Universal DB Technologies Inc,"Mason, OH",2,71250,541511,It Finance Analyst,Hr Information Systems Analyst,25.0
"Universal Protection Service, LLC","Conshohocken, PA",2,81015,561612,Security Systems Analyst,Business Intelligence Software Developer,25.0
Universal Technology Systems and Associates LLC,"Mckinney, TX",2,84000,541511,Data Analytics Specialist,Business & Management Analyst,25.0
Universe King Corp.,"Flushing, NY",2,90000,441227,Senior Operations Analyst,Operations Analyst,25.0
University of Louisville,"Louisville, KY",2,72920,611310,Programmer Analyst Iv,Research Scientist,25.0
University of Massachusetts Lowell,"Lowell, MA",2,90024,611310,Data Manager/Analyst,Facilities Information Systems Analyst,25.0
University of New Orleans,"New Orleans, LA",2,66472,611310,Application Analyst,Data Analytics Coordinator 2,25.0
University of South Carolina,"Columbia, SC",2,65721,611310,Senior Research Associate (Biostatistician),Assistant Scientist/College Of Education,25.0
University of Southern Mississippi,"Hattiesburg, MS",2,73000,611310,Data Scientist Iii,Advancement Data Services Manager,25.0
University of St. Thomas,"St. Paul, MN",2,62348,611310,Gift And Donor Analyst (Business Intelligence Analyst),Data Analyst (Business Intelligence Analyst),25.0
Unlimited Advisory LLC,"New York, NY",2,,541611,Market Research Analyst,Data Analyst,25.0
Urjha QuesTech Inc,"Raleigh, NC",2,85000,5419,Database Administrator,Data Analyst,25.0
VCLOUD SOFT TECHNOLOGIES LLC,"Austin, TX",2,83169,541511,Management Analyst,Qa Analyst,25.0
"VIJAYA CONSULTANCY SERVICES, INC.","Manvel, TX",2,87500,541511,Data Engineer,Data Developer,25.0
"VR IT Resources, LLC","Sterling, VA",2,,541511,Clinical Data Manager,Information Security Analyst,25.0
VRPRO IT LLC,"Little Rock, AR",2,70829,541511,Quality Assurance Analyst,Data Engineer,25.0
"Vacation Rental Brands, LLC","Destin, FL",2,73757,531311,Pricing Analyst,Revenue Data Analyst,25.0
Vai Consultancy Services LLC,"Hamilton Township, NJ",2,81000,541511,Business Analyst,Quality Data Analyst,25.0
"Validus America, Inc.","Jersey City, NJ",2,73616,5241,Catastrophe Analyst Senior,Senior Catastrophe Risk Analyst,25.0
Vashek Inc,"Frisco, TX",2,90000,541512,Machine Learning Engineer,Senior System Analyst,25.0
Velocity Data Solutions LLC,"Herndon, VA",2,83000,541511,Business Analyst,Market Research Analyst,25.0
Velox Clearing LLC,"Miami, FL",2,60941,523150,Analyst,Operations Associate,25.0
Vertraus Inc,"Farmers Branch, TX",2,83314,541511,Data Engineer,Database Engineer,25.0
Vinshe Systems LLC,"Lago Vista, TX",2,74131,541511,Data Engineer,Business Analyst,25.0
"Vitas Hospice Services, LLC.","Miami, FL",2,86500,621610,Computer Systems Analyst,Business Analyst,25.0
Vrinda Inc.,"New York, NY",2,80000,541611,Senior Analyst,Management Analyst,25.0
Vtechinfo Inc,"Garner, NC",2,,541511,Senior Azure Data Engineer,Data Engineer,25.0
WANRONG TRADING CORP.,"Long Island City, NY",2,,42444,Operations Research Analysts,Market Research Analyst,25.0
WATERSTONE CAPITAL AIRPORT LLC,"Bay Harbor Islands, FL",2,,531110,Hospitality Marketing Analyst,Revenue Management Analyst “ Hospitality Sector,25.0
WINSOFT GLOBAL SYSTEMS INC,"Round Rock, TX",2,66000,541511,Data Engineering Analyst,Systems Administrator,25.0
WINSTON-SALEM INDUSTRIES FOR THE BLIND,"Winston-Salem, NC",2,64792,81331,Computer Systems Analyst,Software Developer,25.0
WISE GEN INC,"Farmington Hills, MI",2,,541511,Business System Analyst,Data Scientist,25.0
"WORKLANCE, INC.","Schaumburg, IL",2,,541330,Data Engineer,Sr. Data Scientist,25.0
WPTX Fulfillment LLC,"Cypress, TX",2,,48851,Business Data Analyst,Operations Research Analyst,25.0
"WeCuro, Inc","South Ozone Park, NY",2,83000,621610,Data Analyst,Business Data Analyst,25.0
"Wecover Platforms, Inc.","Cambridge, MA",2,,541511,Ai Research Scientist,Ai Research Engineer,25.0
"Wegmans Food Markets, Inc.","Rochester, NY",2,75701,445110,Etl Developer,Programmer Analyst,25.0
Wellmax USA Corporation,"Elk Grove Village, IL",2,42182,562920,Logistic Analyst,Cost Analyst,25.0
"Werner Enterprises, Inc.","Omaha, NE",2,86979,484121,Data Scientist I,Product Owner,25.0
"Whitley Penn, LLP","Fort Worth, TX",2,75000,54121,Audit Data Analyst,Associate Data Scientist,25.0
"Whitridge Associates, Inc.","Randolph, MA",2,,561320,Business Support Analyst,Business Analyst,25.0
William Kenneth Inc.,"Atlanta, GA",2,,424990,Marketing Analyst,Logistics Analyst,25.0
Wilmer Technologies Inc,"Sterling, VA",2,78550,541511,Business Analyst,Systems Analyst,25.0
Winix America Inc,"Bannockburn, IL",2,57418,4236,Data Scientist,Market Research Analyst,25.0
Workforce Ecosystems LLC,"Roswell, GA",2,74000,541511,It Analyst,Sap Analyst,25.0
"World Fuel Services, Inc.","Miami, FL",2,85845,45721,Revenue Management Data Analyst,"Senior Analyst, S&T Back-Office Operations",25.0
XCLUSIVE TRADING FL LLC,"Pembroke Park, FL",2,63346,51712,Systems Analyst,Business Analyst,25.0
YING INTERNATIONAL TRANSPORTATION (AMERICA) LLC,"Plano, TX",2,52738,488510,Market Research Analyst,Optimization Analyst,25.0
YVS PARTNERS LLC,"Tucker, GA",2,66227,541512,Data Analyst /Data Scientist,Business Analyst,25.0
"Yasme Soft, Inc.","Irving, TX",2,78017,541512,Operations Research Analysts,Data Engineer,25.0
Yes We Group LLC,"Dallas, TX",2,69253,54151,Data Engineer,Database Admin,25.0
Yom Solutions LLC,"Pembroke Pines, FL",2,87550,541511,Data Analyst,Data Scientist,25.0
Your Caring Law Firm PLC,"Winter Park, FL",2,49650,541110,Market Research Analyst,Management Analyst,25.0
"Zane Networks, LLC","Washington, DC",2,82680,541511,Healthcare Data Analyst,Implementation Center Data Scientist,25.0
Zaven IT Solutions INC,"Irving, TX",2,77074,541511,Data Engineer,Data Scientist,25.0
Zurno Inc.,"Seminole, FL",2,,456120,Data Analyst,Operations Research Analyst,25.0
"eVestment Alliance, LLC","New York, NY",2,72236,52232,Business Analyst,Associate Product Owner,25.0
"fairlife, LLC","Chicago, IL",2,83241,311511,Bi Developer,Sr. Analytics Developer,25.0
i2 infotech LLC,"Dallas, TX",2,83000,541511,Lead Developer Ai,Senior Data Engineer,25.0
i3 Verticals Management Services Inc.,"Nashville, TN",2,88799,541511,Managed Services Business Analyst,Business Analyst,25.0
iEnjoy Ventures LLC,"Clearwater, FL",2,66264,314120,Junior Data Engineer,Account Strategist For 3P,25.0
iTalent Tech LLC,"Columbus, OH",2,84817,541519,Data Engineer/Software Programmer,Data Engineer/Software Developer,25.0
AARIV TECHNOLOGIES INC,"Little Rock, AR",3,91645,541511,Data Scientist,,24.9
"American Board of Family Medicine, Inc","Lexington, KY",2,96230,813920,"Data Engineer, Systems Development",,24.9
"Computer Information & Planning, Inc.","Jacksonville, FL",2,96000,541511,Senior Computer Systems Analyst,,24.9
"Lithko Contracting, LLC","West Chester, OH",2,96000,236220,Ai Engineer,,24.9
"MindQ, Inc.","Norwood, MA",2,96361,541511,Data Analyst,,24.9
"Recurrent Ventures, Inc.","Miami, FL",2,96096,541810,"Data Scientist, Commerce",,24.9
Signature IT World Inc,"Lewis Center, OH",2,96050,541511,Bi Reporting Analyst,,24.9
"Spigot, Inc.","Fort Myers, FL",2,96000,51121,Senior Business Intelligence Analyst,,24.9
Westat,"Rockville, MD",3,91700,54172,Survey Sampling Statistician,,24.9
Centric Brands Holding LLC,"New York, NY",2,95697,423990,Senior Business Analyst,,24.8
Cloud Digital Technologies Inc,"Richardson, TX",2,95534,541511,Data Engineer,,24.8
"GHD, Inc.","Houston, TX",2,95868,541330,Data Scientist,,24.8
"LaborEdge, LLC","Plano, TX",2,95680,511210,Senior Data Scientist,,24.8
Logan Data Inc,"Westford, MA",2,95808,541512,Data Engineer,,24.8
National Center for State Courts,"Williamsburg, VA",2,95681,541720,Data Scientist,,24.8
PARRK ANALYTICS LLC,"Bonita Springs, FL",2,95597,541511,Business Analyst,,24.8
"Discovery Education, Inc.","Charlotte, NC",2,95441,541840,Data Scientist,,24.7
TanPro Technologies LLC,"Katy, TX",3,90667,541511,Computer System Analyst,,24.7
The Portables Choice Group LLC,"Nanuet, NY",2,95493,517112,E - Commerce Analyst,,24.7
Ashley Distribution Services Ltd.,"Arcadia, WI",2,94707,337121,It Business Systems Analyst,,24.6
"Helping Hand for Relief and Development, Inc.","Southfield, MI",2,94949,62423,Computer Systems Analyst,,24.6
POSITIVE GROUP LLC,"Alpharetta, GA",2,94993,541511,Qa Analyst,,24.6
RIOCONSULTING  LLC,"Huntington Station, NY",2,94800,54169,Statistical  Programmer,,24.6
ROBOTICS AUTOMATION CONSULTING LLC,"Louisville, KY",2,95000,541512,Data Analyst,,24.6
TechStream Solutions Inc,"Mckinney, TX",2,94910,541511,Business Analyst,,24.6
A & F MAILING LLC,"Lawrenceville, GA",3,,561431,Business Analyst,,24.5
A Modo Mio Inc.,"Washington, DC",3,71906,722511,Hospitality Marketing Analyst,,24.5
AAKHIRAH INVESTMENTS LLC,"Irving, TX",3,,518210,Data Scientist,,24.5
ACCOUNTING FULFILLMENT SERVICE LLC,"New York, NY",3,86985,54121,Business Analyst Ii,,24.5
ACRE NY REALTY INC.,"Long Island City, NY",3,,531210,Business Intelligence Analyst,,24.5
AI LABS WEB LLC,"Maryland Heights, MO",3,,541511,Data Engineer,,24.5
"AIBC SOLUTIONS, LLC","Fairfax, VA",3,87526,541511,Database Administrator,,24.5
AICLOUDHUB INC,"Alpharetta, GA",3,69202,541511,Data Engineer,,24.5
AMERIS BANK,"Atlanta, GA",3,88435,522110,Fraud Strategy Analyst,,24.5
AN Wrangler USA Limited Company,"Webster, TX",3,,423450,Business Analyst,,24.5
"ARRIS Global Services, Inc.","Claremont, NC",3,80454,517410,Supply Chain Analyst,,24.5
AYRAS TECHNOLOGIES LLC,"Princeton, NJ",3,90000,541512,Data Engineer,,24.5
Adamas Technologies Inc,"Liberty Hill, TX",3,80000,54199,Business Analyst,,24.5
Advertiser Perceptions,"New York, NY",3,,541810,Sr. Research Manager,,24.5
Alexander Youth Network,"Charlotte, NC",3,67850,624110,Data Analyst,,24.5
